name,address,access,madori,land_area,house_area,built_date,strong_point,prefecture_name,price,zip_code,hours,age,notes,built_time,recommendation,shop_id,source,image_url1,image_url2,image_url3,image_url4
水戸市藤柄町,茨城県水戸市藤柄町,ＪＲ常磐線「水戸」歩22分,4K,173.2,56.1,1951-4,市街地が近い、陽当り良好、和室、庭、浴室に窓、古民家風,茨城県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1030z2bsz1021z2ncz190938777.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F777%2F90938777%2F90938777_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F777%2F90938777%2F90938777_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F777%2F90938777%2F90938777_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F777%2F90938777%2F90938777_0003.jpg&w=500
射水市沖塚原,富山県射水市沖塚原,あいの風とやま鉄道「越中大門」歩36分きときとバス「沖塚原」歩2分,9DK,609.32,393,1953-1,ゆったり角地！今話題の古民家物件！職人による在来工法住宅！,富山県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1040z2bsz1021z2ncz187178412.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F412%2F87178412%2F87178412_0067.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F412%2F87178412%2F87178412_0068.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F412%2F87178412%2F87178412_0069.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F412%2F87178412%2F87178412_0069.jpg&w=500
鹿足郡津和野町鷲原632番地10,島根県鹿足郡津和野町鷲原632番地10,ＪＲ山口線「津和野」歩44分,4DK,319.14,118.65,1952-1,古民家風な造りです。リフォームベースにおすすめです。建物は表記の面積以外に、平家の隣に未登記の建物があります。（１Ｆ車庫、和室、２Ｆ和室２部屋）,島根県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1080z2bsz1021z2ncz187685216.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F216%2F87685216%2F87685216_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F216%2F87685216%2F87685216_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F216%2F87685216%2F87685216_0006.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F216%2F87685216%2F87685216_0006.jpg&w=500
福山市鞆町後地514-3,広島県福山市鞆町後地514-3,トモテツバス「鞆鉄車庫前」歩5分,5K,160.17,204.9,1954-4,鞆町後地に古民家風の中古住宅が出ました！下水も接続可能です！,広島県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1080z2bsz1021z2ncz187526875.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F875%2F87526875%2F87526875_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F875%2F87526875%2F87526875_0004.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F875%2F87526875%2F87526875_0005.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F875%2F87526875%2F87526875_0005.jpg&w=500
糸島市二丈上深江,福岡県糸島市二丈上深江,ＪＲ筑肥線「筑前深江」歩23分コミュニティバス「上深江」歩4分,5LDK,600.09,259.49,1954-11,◆平成30年9月リフォーム済!!倉庫・ガレージのある古民家!!◇二世帯可（浴室・洗面所・トイレ各2箇所有）◇敷地広々約181坪◇駐車多数可,福岡県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1090z2bsz1021z2ncz190797279.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F279%2F90797279%2F90797279_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F279%2F90797279%2F90797279_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F279%2F90797279%2F90797279_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F279%2F90797279%2F90797279_0003.jpg&w=500
太田市只上町,群馬県太田市只上町,ＪＲ両毛線「山前」歩24分,5DK,481.38,152.86,1954-11,値下げ！《太田市只上町・中古》◆閑静な住宅街にある古民家風住宅♪◆土地広145坪以上！物置付き！◆全室8帖以上のゆとりあるお家☆彡◆お気軽にお問い合わせください,群馬県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1030z2bsz1021z2ncz188661832.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F832%2F88661832%2F88661832_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F832%2F88661832%2F88661832_0004.jpg&w=500,"",""
高島市朽木古屋350-25,滋賀県高島市朽木古屋350-25,ＪＲ湖西線「安曇川」バス72分古屋郵便局歩5分,3LDK,726.94,120.52,1955-1,囲炉裏のある古民家、都会の喧騒から隔離された立地、豊かな自然環境の中、雰囲気のある古民家で昔話の中のような暮らしはいかが,滋賀県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1060z2bsz1021z2ncz189153010.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F060%2FN010000%2Fimg%2F010%2F89153010%2F89153010_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F060%2FN010000%2Fimg%2F010%2F89153010%2F89153010_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F060%2FN010000%2Fimg%2F010%2F89153010%2F89153010_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F060%2FN010000%2Fimg%2F010%2F89153010%2F89153010_0003.jpg&w=500
霧島市国分清水２-24-45,鹿児島県霧島市国分清水２-24-45,ふれあい「清水消防詰所前」歩3分,4DK,858,99.57,1955-1,築後60年経過している古民家です。,鹿児島県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1090z2bsz1021z2ncz191023495.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F495%2F91023495%2F91023495_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F495%2F91023495%2F91023495_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F495%2F91023495%2F91023495_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F495%2F91023495%2F91023495_0003.jpg&w=500
山鹿市鹿本町来民,熊本県山鹿市鹿本町来民,産交バス「来民中町」歩2分,5LDK,1269.91,917.64,1955-1,来民商店街沿い。中庭あり。古民家（築約１４０年）。,熊本県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1090z2bsz1021z2ncz187948583.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F583%2F87948583%2F87948583_0009.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F583%2F87948583%2F87948583_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F583%2F87948583%2F87948583_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F583%2F87948583%2F87948583_0002.jpg&w=500
いすみ市下原,千葉県いすみ市下原,いすみ鉄道「新田野」歩17分,3K,3558.65,108.62,1955-1,田舎暮らしにおすすめ！古き良き時代の情緒あふれる古民家です,千葉県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1030z2bsz1021z2ncz189528349.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F349%2F89528349%2F89528349_0005.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F349%2F89528349%2F89528349_0006.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F349%2F89528349%2F89528349_0007.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F349%2F89528349%2F89528349_0007.jpg&w=500
黒石市大字東馬場尻,青森県黒石市大字東馬場尻,弘南鉄道弘南線「黒石」歩48分,7DK,368.08,171.72,1955-9,古民家　7部屋　　５００万円です。昭和３０年築の建物（木造）倉庫コンクリートブロック造）附属家,青森県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1020z2bsz1021z2ncz188816318.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F020%2FN010000%2Fimg%2F318%2F88816318%2F88816318_0004.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F020%2FN010000%2Fimg%2F318%2F88816318%2F88816318_0003.jpg&w=500,"",""
津市白山町中ノ村,三重県津市白山町中ノ村,近鉄大阪線「榊原温泉口」歩15分,9LDK+S（納戸）,717.33,102.47,1955-4,古民家民泊、ゲストハウス等に！民泊可能エリアです！（例）1棟貸1日１万円×１８０日で１８０万円　表面利回り１８．３６％,三重県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1050z2bsz1021z2ncz190992130.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F050%2FN010000%2Fimg%2F130%2F90992130%2F90992130_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F050%2FN010000%2Fimg%2F130%2F90992130%2F90992130_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F050%2FN010000%2Fimg%2F130%2F90992130%2F90992130_0008.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F050%2FN010000%2Fimg%2F130%2F90992130%2F90992130_0008.jpg&w=500
北杜市須玉町大豆生田1229,山梨県北杜市須玉町大豆生田1229,ＪＲ中央線「穴山」車3.7km,8DK,2216.88,235.34,1955-4,□北杜市須玉町の蔵・倉庫付きの古民家　□母屋は７１坪の平屋建て　□宅地部分：３１９坪　農地部分：３５１坪　□須玉インターより３５０m　□富士山も一部望めます,山梨県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1040z2bsz1021z2ncz190878172.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F172%2F90878172%2F90878172_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F172%2F90878172%2F90878172_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F172%2F90878172%2F90878172_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F172%2F90878172%2F90878172_0003.jpg&w=500
神戸市灘区箕岡通３,兵庫県神戸市灘区箕岡通３,阪急神戸線「王子公園」歩19分ＪＲ東海道本線「摩耶」歩22分,7DK,337.09,126.53,1955-4,●土地 １０１坪　！　建物南側に１００m2以上の庭がありベイエリアが見渡せます。●昭和３０年築のレトロな建物です。古民家風のリフォームもおすすめです。,兵庫県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1060z2bsz1021z2ncz190132089.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F060%2FN010000%2Fimg%2F089%2F90132089%2F90132089_0011.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F060%2FN010000%2Fimg%2F089%2F90132089%2F90132089_0021.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F060%2FN010000%2Fimg%2F089%2F90132089%2F90132089_0009.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F060%2FN010000%2Fimg%2F089%2F90132089%2F90132089_0009.jpg&w=500
常陸大宮市山方,茨城県常陸大宮市山方,ＪＲ水郡線「山方宿」歩19分ＪＲ水郡線「中舟生」歩29分,ワンルーム+S（納戸）,531,44.3,1956-4,セカンドハウスに古民家リノベーションはいかがでしょうか。囲炉裏を囲みながらの贅沢な時間をお過ごし下さい。,茨城県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1030z2bsz1021z2ncz188712304.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F304%2F88712304%2F88712304_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F304%2F88712304%2F88712304_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F304%2F88712304%2F88712304_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F304%2F88712304%2F88712304_0003.jpg&w=500
館山市稲,千葉県館山市稲,ＪＲ内房線「九重」歩4分,8LDK+S（納戸）,429.84,203.45,1956-7,土地100坪以上、古民家風、ワイドバルコニー、スーパー 徒歩10分以内、ウッドデッキ、駅まで平坦、南向き、システムキッチン、前道６ｍ以上、和室、庭１０坪以上、トイレ２ヶ所、浴,千葉県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1030z2bsz1021z2ncz190428958.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F958%2F90428958%2F90428958_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F958%2F90428958%2F90428958_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F958%2F90428958%2F90428958_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F958%2F90428958%2F90428958_0003.jpg&w=500
松戸市秋山,千葉県松戸市秋山,北総線「秋山」歩6分ＪＲ武蔵野線「東松戸」歩25分北総線「北国分」歩18分,4LDK,494.28,224.7,1956-5,■北総線、秋山駅より徒歩６分　■土地面積約１４９坪、建物面積約６７坪■４LDK大型古民家風一戸建て　■大型倉庫付　■駐車スペース８～１０台分,千葉県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1030z2bsz1021z2ncz190649586.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F586%2F90649586%2F90649586_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F586%2F90649586%2F90649586_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F586%2F90649586%2F90649586_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F586%2F90649586%2F90649586_0003.jpg&w=500
中新川郡立山町鋳物師沢211,富山県中新川郡立山町鋳物師沢211,富山地鉄立山線「沢中山」歩3分,7LDK,3915.75,248.09,1956-1,静かにのんびりとお過ごしいただける環境です！人気の古民家風平屋建て！駐車スペースは4台以上可♪,富山県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1040z2bsz1021z2ncz188695237.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F237%2F88695237%2F88695237_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F237%2F88695237%2F88695237_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F237%2F88695237%2F88695237_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F237%2F88695237%2F88695237_0003.jpg&w=500
三原市本郷町船木,広島県三原市本郷町船木,芸陽バス「清井」歩6分ＪＲ山陽本線「本郷」歩36分,14DK+S（納戸）,1775.69,409.05,1956-8,土地100坪以上、古民家風、内装リフォーム、駐車３台以上可、緑豊かな住宅地、田園風景、即入居可、リバーサイド、山が見える、ゴルフ場が近い、避暑地、南向き、駅まで平坦、閑静,広島県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1080z2bsz1021z2ncz186815490.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F490%2F86815490%2F86815490_0007.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F490%2F86815490%2F86815490_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F490%2F86815490%2F86815490_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F490%2F86815490%2F86815490_0003.jpg&w=500
新潟市秋葉区中村,新潟県新潟市秋葉区中村,ＪＲ信越本線「新潟」車3.1km,7LDK,491.13,147.24,1956-1,土地100坪以上、古民家風、内装リフォーム、庭、畑、駐車３台以上可、即入居可、スーパー 徒歩10分以内、システムキッチン、和室、２階建、温水洗浄便座、床下収納、浴室に窓,新潟県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1040z2bsz1021z2ncz190918637.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F637%2F90918637%2F90918637_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F637%2F90918637%2F90918637_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F637%2F90918637%2F90918637_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F637%2F90918637%2F90918637_0003.jpg&w=500
茅ヶ崎市松浪１,神奈川県茅ヶ崎市松浪１,ＪＲ東海道本線「辻堂」歩15分ＪＲ東海道本線「茅ヶ崎」歩37分小田急江ノ島線「鵠沼海岸」歩52分,4DK+S（納戸）,336.33,100,1958-1,☆古民家風の平屋建☆土地面積100坪☆こだわり尽された大きな庭☆カースペースあり☆土地としてもご検討ください！,神奈川県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1030z2bsz1021z2ncz191033011.html?suit=nsuusbsp20121129001,"","","",""
西脇市野中町,兵庫県西脇市野中町,ＪＲ加古川線「黒田庄」バス11分上野中歩2分,5DK,561,59.49,1959-1,リフォーム済古民家,兵庫県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1060z2bsz1021z2ncz190232619.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F060%2FN010000%2Fimg%2F619%2F90232619%2F90232619_0005.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F060%2FN010000%2Fimg%2F619%2F90232619%2F90232619_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F060%2FN010000%2Fimg%2F619%2F90232619%2F90232619_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F060%2FN010000%2Fimg%2F619%2F90232619%2F90232619_0003.jpg&w=500
山武郡横芝光町鳥喰新田,千葉県山武郡横芝光町鳥喰新田,ＪＲ総武本線「横芝」歩29分,5DK,1008,105.79,1959-1,◆山武郡横芝光町鳥喰新田　古民家　敷地広々約304坪！のびのびスローライフを叶える閑静な住宅地！,千葉県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1030z2bsz1021z2ncz190969919.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F919%2F90969919%2F90969919_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F919%2F90969919%2F90969919_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F919%2F90969919%2F90969919_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F919%2F90969919%2F90969919_0003.jpg&w=500
世田谷区鎌田２,東京都世田谷区鎌田２,東急田園都市線「二子玉川」歩25分東急田園都市線「二子新地」歩34分東急バス「砧本村」歩3分,3LDK,65.05,80.96,1959-1,▽▼おすすめポイント▼▽-世田谷区アドレス-土地付、古民家、所有権購入売却はもちろん住み替えや投資等お客様のご要望に応じた最適なご提案をいたします♪,東京都,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1030z2bsz1021z2ncz190965337.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F337%2F90965337%2F90965337_0021.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F337%2F90965337%2F90965337_0011.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F337%2F90965337%2F90965337_0009.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F337%2F90965337%2F90965337_0009.jpg&w=500
福津市津屋崎３-18-13,福岡県福津市津屋崎３-18-13,西鉄バス「津屋崎千軒なごみ入口」歩3分,7LDK,363.04,228.59,1960-4,歴史ある街並みの古民家リフォーム物件110坪の敷地に広々7LDK4台駐車が来客時にもうれしい海岸までがお散歩コース,福岡県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1090z2bsz1021z2ncz189937175.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F175%2F89937175%2F89937175_0021.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F175%2F89937175%2F89937175_0020.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F175%2F89937175%2F89937175_0025.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F175%2F89937175%2F89937175_0025.jpg&w=500
熊本市北区植木町辺田野,熊本県熊本市北区植木町辺田野,バス「辺田野」歩2分,7DK,809.51,177.47,1960-11,地籍調査中土地809.51m2(244.87坪)予定　古民家再生可能物件　大幅なリフォームが必要です,熊本県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1090z2bsz1021z2ncz184698428.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F428%2F84698428%2F84698428_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F428%2F84698428%2F84698428_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F428%2F84698428%2F84698428_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F428%2F84698428%2F84698428_0003.jpg&w=500
中新川郡立山町日中793,富山県中新川郡立山町日中793,富山地鉄「日中」歩7分,9K,288.41,296.99,1960-1,若者にも人気！オール電化の古民家です！「中古住宅は水廻りが1番心配・・」というあなた！ご安心ください！！浴室、キッチン、トイレなどリフォーム済！ピカピカです！,富山県,"","","","","","",great,"",https://suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1040z2bsz1021z2ncz185285021.html?suit=nsuusbsp20121129001,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F021%2F85285021%2F85285021_0023.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F021%2F85285021%2F85285021_0009.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F021%2F85285021%2F85285021_0011.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F021%2F85285021%2F85285021_0011.jpg&w=500
